,0,1,2
1121,U+1F1EC U+1F1FA,flag for Guam,"['flag', 'guam', 'other']"
1122,U+1F1EC U+1F1FC,flag for Guinea-Bissau,"['bissau', 'flag', 'guinea', 'other']"
1123,U+1F1EC U+1F1FE,flag for Guyana,"['flag', 'guyana', 'other']"
1124,U+1F1ED U+1F1F0,flag for Hong Kong,"['china', 'flag', 'hong kong', 'other']"
1125,U+1F1ED U+1F1F2,flag for Heard & McDonald Islands,"['flag', 'heard', 'island', 'mcdonald', 'other']"
1126,U+1F1ED U+1F1F3,flag for Honduras,"['flag', 'honduras', 'other']"
1127,U+1F1ED U+1F1F7,flag for Croatia,"['croatia', 'flag', 'other']"
1128,U+1F1ED U+1F1F9,flag for Haiti,"['flag', 'haiti', 'other']"
1129,U+1F1ED U+1F1FA,flag for Hungary,"['flag', 'hungary', 'other']"
1130,U+1F1EE U+1F1E8,flag for Canary Islands,"['canary', 'flag', 'island', 'other']"
1131,U+1F1EE U+1F1E9,flag for Indonesia,"['flag', 'indonesia', 'other']"
1132,U+1F1EE U+1F1EA,flag for Ireland,"['flag', 'ireland', 'other']"
1133,U+1F1EE U+1F1F1,flag for Israel,"['flag', 'israel', 'other']"
1134,U+1F1EE U+1F1F2,flag for Isle of Man,"['flag', 'isle of man', 'other']"
1135,U+1F1EE U+1F1F3,flag for India,"['flag', 'india', 'other']"
1136,U+1F1EE U+1F1F4,flag for British Indian Ocean Territory,"['british', 'chagos', 'flag', 'indian ocean', 'island', 'other']"
1137,U+1F1EE U+1F1F6,flag for Iraq,"['flag', 'iraq', 'other']"
1138,U+1F1EE U+1F1F7,flag for Iran,"['flag', 'iran', 'other']"
1139,U+1F1EE U+1F1F8,flag for Iceland,"['flag', 'iceland', 'other']"
1140,U+1F1EE U+1F1F9,flag for Italy,"['flag', 'italy', 'other']"
1141,U+1F1EF U+1F1EA,flag for Jersey,"['flag', 'jersey', 'other']"
1142,U+1F1EF U+1F1F2,flag for Jamaica,"['flag', 'jamaica', 'other']"
1143,U+1F1EF U+1F1F4,flag for Jordan,"['flag', 'jordan', 'other']"
1144,U+1F1EF U+1F1F5,flag for Japan,"['flag', 'japan', 'other']"
1145,U+1F1F0 U+1F1EA,flag for Kenya,"['flag', 'kenya', 'other']"
1146,U+1F1F0 U+1F1EC,flag for Kyrgyzstan,"['flag', 'kyrgyzstan', 'other']"
1147,U+1F1F0 U+1F1ED,flag for Cambodia,"['cambodia', 'flag', 'other']"
1148,U+1F1F0 U+1F1EE,flag for Kiribati,"['flag', 'kiribati', 'other']"
1149,U+1F1F0 U+1F1F2,flag for Comoros,"['comoros', 'flag', 'other']"
1150,U+1F1F0 U+1F1F3,flag for St. Kitts & Nevis,"['flag', 'kitts', 'nevis', 'other', 'saint']"
1151,U+1F1F0 U+1F1F5,flag for North Korea,"['flag', 'korea', 'north', 'north korea', 'other']"
1152,U+1F1F0 U+1F1F7,flag for South Korea,"['flag', 'korea', 'other', 'south', 'south korea']"
1153,U+1F1F0 U+1F1FC,flag for Kuwait,"['flag', 'kuwait', 'other']"
1154,U+1F1F0 U+1F1FE,flag for Cayman Islands,"['cayman', 'flag', 'island', 'other']"
1155,U+1F1F0 U+1F1FF,flag for Kazakhstan,"['flag', 'kazakhstan', 'other']"
1156,U+1F1F1 U+1F1E6,flag for Laos,"['flag', 'laos', 'other']"
1157,U+1F1F1 U+1F1E7,flag for Lebanon,"['flag', 'lebanon', 'other']"
1158,U+1F1F1 U+1F1E8,flag for St. Lucia,"['flag', 'lucia', 'other', 'saint']"
1159,U+1F1F1 U+1F1EE,flag for Liechtenstein,"['flag', 'liechtenstein', 'other']"
1160,U+1F1F1 U+1F1F0,flag for Sri Lanka,"['flag', 'other', 'sri lanka']"
1161,U+1F1F1 U+1F1F7,flag for Liberia,"['flag', 'liberia', 'other']"
1162,U+1F1F1 U+1F1F8,flag for Lesotho,"['flag', 'lesotho', 'other']"
1163,U+1F1F1 U+1F1F9,flag for Lithuania,"['flag', 'lithuania', 'other']"
1164,U+1F1F1 U+1F1FA,flag for Luxembourg,"['flag', 'luxembourg', 'other']"
1165,U+1F1F1 U+1F1FB,flag for Latvia,"['flag', 'latvia', 'other']"
1166,U+1F1F1 U+1F1FE,flag for Libya,"['flag', 'libya', 'other']"
1167,U+1F1F2 U+1F1E6,flag for Morocco,"['flag', 'morocco', 'other']"
1168,U+1F1F2 U+1F1E8,flag for Monaco,"['flag', 'monaco', 'other']"
1169,U+1F1F2 U+1F1E9,flag for Moldova,"['flag', 'moldova', 'other']"
1170,U+1F1F2 U+1F1EA,flag for Montenegro,"['flag', 'montenegro', 'other']"
1171,U+1F1F2 U+1F1EB,flag for St. Martin,"['flag', 'french', 'martin', 'other', 'saint']"
1172,U+1F1F2 U+1F1EC,flag for Madagascar,"['flag', 'madagascar', 'other']"
1173,U+1F1F2 U+1F1ED,flag for Marshall Islands,"['flag', 'island', 'marshall', 'other']"
1174,U+1F1F2 U+1F1F0,flag for Macedonia,"['flag', 'macedonia', 'other']"
1175,U+1F1F2 U+1F1F1,flag for Mali,"['flag', 'mali', 'other']"
1176,U+1F1F2 U+1F1F2,flag for Myanmar,"['burma', 'flag', 'myanmar', 'other']"
1177,U+1F1F2 U+1F1F3,flag for Mongolia,"['flag', 'mongolia', 'other']"
1178,U+1F1F2 U+1F1F4,flag for Macau,"['china', 'flag', 'macao', 'macau', 'other']"
1179,U+1F1F2 U+1F1F5,flag for Northern Mariana Islands,"['flag', 'island', 'mariana', 'north', 'northern mariana', 'other']"
1180,U+1F1F2 U+1F1F6,flag for Martinique,"['flag', 'martinique', 'other']"
1181,U+1F1F2 U+1F1F7,flag for Mauritania,"['flag', 'mauritania', 'other']"
1182,U+1F1F2 U+1F1F8,flag for Montserrat,"['flag', 'montserrat', 'other']"
1183,U+1F1F2 U+1F1F9,flag for Malta,"['flag', 'malta', 'other']"
1184,U+1F1F2 U+1F1FA,flag for Mauritius,"['flag', 'mauritius', 'other']"
1185,U+1F1F2 U+1F1FB,flag for Maldives,"['flag', 'maldives', 'other']"
1186,U+1F1F2 U+1F1FC,flag for Malawi,"['flag', 'malawi', 'other']"
1187,U+1F1F2 U+1F1FD,flag for Mexico,"['flag', 'mexico', 'other']"
1188,U+1F1F2 U+1F1FE,flag for Malaysia,"['flag', 'malaysia', 'other']"
1189,U+1F1F2 U+1F1FF,flag for Mozambique,"['flag', 'mozambique', 'other']"
1190,U+1F1F3 U+1F1E6,flag for Namibia,"['flag', 'namibia', 'other']"
1191,U+1F1F3 U+1F1E8,flag for New Caledonia,"['flag', 'new', 'new caledonia', 'other']"
1192,U+1F1F3 U+1F1EA,flag for Niger,"['flag', 'niger', 'other']"
1193,U+1F1F3 U+1F1EB,flag for Norfolk Island,"['flag', 'island', 'norfolk', 'other']"
1194,U+1F1F3 U+1F1EC,flag for Nigeria,"['flag', 'nigeria', 'other']"
1195,U+1F1F3 U+1F1EE,flag for Nicaragua,"['flag', 'nicaragua', 'other']"
1196,U+1F1F3 U+1F1F1,flag for Netherlands,"['flag', 'netherlands', 'other']"
1197,U+1F1F3 U+1F1F4,flag for Norway,"['flag', 'norway', 'other']"
1198,U+1F1F3 U+1F1F5,flag for Nepal,"['flag', 'nepal', 'other']"
1199,U+1F1F3 U+1F1F7,flag for Nauru,"['flag', 'nauru', 'other']"
1200,U+1F1F3 U+1F1FA,flag for Niue,"['flag', 'niue', 'other']"
1201,U+1F1F3 U+1F1FF,flag for New Zealand,"['flag', 'new', 'new zealand', 'other']"
1202,U+1F1F4 U+1F1F2,flag for Oman,"['flag', 'oman', 'other']"
1203,U+1F1F5 U+1F1E6,flag for Panama,"['flag', 'other', 'panama']"
1204,U+1F1F5 U+1F1EA,flag for Peru,"['flag', 'other', 'peru']"
1205,U+1F1F5 U+1F1EB,flag for French Polynesia,"['flag', 'french', 'other', 'polynesia']"
1206,U+1F1F5 U+1F1EC,flag for Papua New Guinea,"['flag', 'guinea', 'new', 'other', 'papua new guinea']"
1207,U+1F1F5 U+1F1ED,flag for Philippines,"['flag', 'other', 'philippines']"
1208,U+1F1F5 U+1F1F0,flag for Pakistan,"['flag', 'other', 'pakistan']"
1209,U+1F1F5 U+1F1F1,flag for Poland,"['flag', 'other', 'poland']"
1210,U+1F1F5 U+1F1F2,flag for St. Pierre & Miquelon,"['flag', 'miquelon', 'other', 'pierre', 'saint']"
1211,U+1F1F5 U+1F1F3,flag for Pitcairn Islands,"['flag', 'island', 'other', 'pitcairn']"
1212,U+1F1F5 U+1F1F7,flag for Puerto Rico,"['flag', 'other', 'puerto rico']"
1213,U+1F1F5 U+1F1F8,flag for Palestinian Territories,"['flag', 'other', 'palestine']"
1214,U+1F1F5 U+1F1F9,flag for Portugal,"['flag', 'other', 'portugal']"
1215,U+1F1F5 U+1F1FC,flag for Palau,"['flag', 'other', 'palau']"
1216,U+1F1F5 U+1F1FE,flag for Paraguay,"['flag', 'other', 'paraguay']"
1217,U+1F1F6 U+1F1E6,flag for Qatar,"['flag', 'other', 'qatar']"
1218,U+1F1F7 U+1F1EA,flag for Runion,"['flag', 'other', 'reunion', 'runion']"
1219,U+1F1F7 U+1F1F4,flag for Romania,"['flag', 'other', 'romania']"
1220,U+1F1F7 U+1F1F8,flag for Serbia,"['flag', 'other', 'serbia']"
1221,U+1F1F7 U+1F1FA,flag for Russia,"['flag', 'other', 'russia']"
1222,U+1F1F7 U+1F1FC,flag for Rwanda,"['flag', 'other', 'rwanda']"
1223,U+1F1F8 U+1F1E6,flag for Saudi Arabia,"['flag', 'other', 'saudi arabia']"
1224,U+1F1F8 U+1F1E7,flag for Solomon Islands,"['flag', 'island', 'other', 'solomon']"
1225,U+1F1F8 U+1F1E8,flag for Seychelles,"['flag', 'other', 'seychelles']"
1226,U+1F1F8 U+1F1E9,flag for Sudan,"['flag', 'other', 'sudan']"
1227,U+1F1F8 U+1F1EA,flag for Sweden,"['flag', 'other', 'sweden']"
1228,U+1F1F8 U+1F1EC,flag for Singapore,"['flag', 'other', 'singapore']"
1229,U+1F1F8 U+1F1ED,flag for St. Helena,"['flag', 'helena', 'other', 'saint']"
1230,U+1F1F8 U+1F1EE,flag for Slovenia,"['flag', 'other', 'slovenia']"
1231,U+1F1F8 U+1F1EF,flag for Svalbard & Jan Mayen,"['flag', 'jan mayen', 'other', 'svalbard']"
1232,U+1F1F8 U+1F1F0,flag for Slovakia,"['flag', 'other', 'slovakia']"
1233,U+1F1F8 U+1F1F1,flag for Sierra Leone,"['flag', 'other', 'sierra leone']"
1234,U+1F1F8 U+1F1F2,flag for San Marino,"['flag', 'other', 'san marino']"
1235,U+1F1F8 U+1F1F3,flag for Senegal,"['flag', 'other', 'senegal']"
1236,U+1F1F8 U+1F1F4,flag for Somalia,"['flag', 'other', 'somalia']"
1237,U+1F1F8 U+1F1F7,flag for Suriname,"['flag', 'other', 'suriname']"
1238,U+1F1F8 U+1F1F8,flag for South Sudan,"['flag', 'other', 'south', 'south sudan', 'sudan']"
1239,U+1F1F8 U+1F1F9,flag for So Tom & Prncipe,"['flag', 'other', 'principe', 'prncipe', 'sao tome', 'so tom']"
1240,U+1F1F8 U+1F1FB,flag for El Salvador,"['el salvador', 'flag', 'other']"
1241,U+1F1F8 U+1F1FD,flag for Sint Maarten,"['flag', 'maarten', 'other', 'sint']"
1242,U+1F1F8 U+1F1FE,flag for Syria,"['flag', 'other', 'syria']"
1243,U+1F1F8 U+1F1FF,flag for Swaziland,"['flag', 'other', 'swaziland']"
1244,U+1F1F9 U+1F1E6,flag for Tristan da Cunha,"['flag', 'other', 'tristan da cunha']"
1245,U+1F1F9 U+1F1E8,flag for Turks & Caicos Islands,"['caicos', 'flag', 'island', 'other', 'turks']"
1246,U+1F1F9 U+1F1E9,flag for Chad,"['chad', 'flag', 'other']"
1247,U+1F1F9 U+1F1EB,flag for French Southern Territories,"['antarctic', 'flag', 'french', 'other']"
1248,U+1F1F9 U+1F1EC,flag for Togo,"['flag', 'other', 'togo']"
1249,U+1F1F9 U+1F1ED,flag for Thailand,"['flag', 'other', 'thailand']"
1250,U+1F1F9 U+1F1EF,flag for Tajikistan,"['flag', 'other', 'tajikistan']"
1251,U+1F1F9 U+1F1F0,flag for Tokelau,"['flag', 'other', 'tokelau']"
1252,U+1F1F9 U+1F1F1,flag for Timor-Leste,"['east', 'east timor', 'flag', 'other', 'timor-leste']"
1253,U+1F1F9 U+1F1F2,flag for Turkmenistan,"['flag', 'other', 'turkmenistan']"
1254,U+1F1F9 U+1F1F3,flag for Tunisia,"['flag', 'other', 'tunisia']"
1255,U+1F1F9 U+1F1F4,flag for Tonga,"['flag', 'other', 'tonga']"
1256,U+1F1F9 U+1F1F7,flag for Turkey,"['flag', 'other', 'turkey']"
1257,U+1F1F9 U+1F1F9,flag for Trinidad & Tobago,"['flag', 'other', 'tobago', 'trinidad']"
1258,U+1F1F9 U+1F1FB,flag for Tuvalu,"['flag', 'other', 'tuvalu']"
1259,U+1F1F9 U+1F1FC,flag for Taiwan,"['china', 'flag', 'other', 'taiwan']"
1260,U+1F1F9 U+1F1FF,flag for Tanzania,"['flag', 'other', 'tanzania']"
1261,U+1F1FA U+1F1E6,flag for Ukraine,"['flag', 'other', 'ukraine']"
1262,U+1F1FA U+1F1EC,flag for Uganda,"['flag', 'other', 'uganda']"
1263,U+1F1FA U+1F1F2,flag for U.S. Outlying Islands,"['america', 'flag', 'island', 'minor outlying', 'other', 'united', 'united states', 'us', 'usa']"
1264,U+1F1FA U+1F1F8,flag for United States,"['america', 'flag', 'other', 'stars and stripes', 'united', 'united states']"
1265,U+1F1FA U+1F1FE,flag for Uruguay,"['flag', 'other', 'uruguay']"
1266,U+1F1FA U+1F1FF,flag for Uzbekistan,"['flag', 'other', 'uzbekistan']"
1267,U+1F1FB U+1F1E6,flag for Vatican City,"['flag', 'other', 'vatican']"
1268,U+1F1FB U+1F1E8,flag for St. Vincent & Grenadines,"['flag', 'grenadines', 'other', 'saint', 'vincent']"
1269,U+1F1FB U+1F1EA,flag for Venezuela,"['flag', 'other', 'venezuela']"
1270,U+1F1FB U+1F1EC,flag for British Virgin Islands,"['british', 'flag', 'island', 'other', 'virgin']"
1271,U+1F1FB U+1F1EE,flag for U.S. Virgin Islands,"['america', 'american', 'flag', 'island', 'other', 'united', 'united states', 'us', 'usa', 'virgin']"
1272,U+1F1FB U+1F1F3,flag for Vietnam,"['flag', 'other', 'viet nam', 'vietnam']"
1273,U+1F1FB U+1F1FA,flag for Vanuatu,"['flag', 'other', 'vanuatu']"
1274,U+1F1FC U+1F1EB,flag for Wallis & Futuna,"['flag', 'futuna', 'other', 'wallis']"
1275,U+1F1FC U+1F1F8,flag for Samoa,"['flag', 'other', 'samoa']"
1276,U+1F1FD U+1F1F0,flag for Kosovo,"['flag', 'kosovo', 'other']"
1277,U+1F1FE U+1F1EA,flag for Yemen,"['flag', 'other', 'yemen']"
1278,U+1F1FE U+1F1F9,flag for Mayotte,"['flag', 'mayotte', 'other']"
1279,U+1F1FF U+1F1E6,flag for South Africa,"['flag', 'other', 'south', 'south africa']"
1280,U+1F1FF U+1F1F2,flag for Zambia,"['flag', 'other', 'zambia']"
1281,U+1F1FF U+1F1FC,flag for Zimbabwe,"['flag', 'other', 'zimbabwe']"
